# HOMER Peaks
# Peak finding parameters:
# tag directory = LXR_control_chip/
#
# total peaks = 706
# peak size = 103
# peaks found using tags on both strands
# minimum distance between peaks = 206
# fragment length = 102
# genome size = 2000000000
# Total tags = 20325998.0
# Total tags in peaks = 6984.0
# Approximate IP efficiency = 0.03%
# tags per bp = 0.010141
# expected tags per peak = 1.044
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.050000000
# FDR effective poisson threshold = 1.602641e-06
# FDR tag threshold = 9.0
# number of putative peaks = 2049
#
# input tag directory = LXR_control_input/
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 1230
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 113
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks LXR_control_chip/ -center -i LXR_control_input/ -o LXR_control_fdr005.txt -fdr 0.05
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr11-243	chr11	38194050	38194152	+	3.9	0.667	9.000000	8.0	1.0	8.41	6.43e-06	9.04	3.84e-06	0.85
chr11-276	chr11	38217630	38217732	+	3.9	0.800	9.000000	8.0	1.0	8.41	6.43e-06	7.46	1.68e-05	0.85
chr11-224	chr11	41861865	41861967	+	3.9	0.833	9.000000	9.0	0.5	18.92	2.14e-09	6.80	3.21e-05	0.85
chr11-213	chr11	42276669	42276771	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	6.57	4.09e-05	0.85
chr11-230	chr11	42526912	42527014	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	7.92	1.10e-05	0.85
chr11-246	chr11	42902345	42902447	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	7.32	1.92e-05	0.85
chr11-242	chr11	49731767	49731869	+	3.9	0.909	9.000000	8.0	1.0	8.41	6.43e-06	7.39	1.80e-05	0.85
chr11-204	chr11	50704384	50704486	+	3.9	0.714	9.000000	8.0	0.5	16.82	4.04e-08	8.54	5.76e-06	0.85
chr11-192	chr11	56829108	56829210	+	3.9	0.769	10.000000	8.0	1.0	8.41	6.43e-06	7.05	2.50e-05	0.85
chr11-234	chr11	61626429	61626531	+	3.9	0.643	9.000000	8.0	1.0	8.41	6.43e-06	6.86	3.02e-05	0.85
chr11-193	chr11	71400751	71400853	+	3.9	0.714	10.000000	8.0	0.5	16.82	4.04e-08	8.54	5.76e-06	0.85
chr11-217	chr11	87374681	87374783	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	9.61	2.49e-06	0.85
chr11-207	chr11	93894150	93894252	+	3.9	0.909	9.000000	8.0	1.0	8.41	6.43e-06	7.54	1.57e-05	0.85
chr11-210	chr11	93968168	93968270	+	3.9	0.692	9.000000	8.0	1.0	8.41	6.43e-06	7.69	1.36e-05	0.85
chr11-233	chr11	100710460	100710562	+	3.9	0.917	9.000000	8.0	0.5	16.82	4.04e-08	8.36	6.72e-06	0.85
chr12-16	chr12	16106582	16106684	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	7.46	1.68e-05	0.85
chr12-25	chr12	58775807	58775909	+	3.9	0.909	9.000000	8.0	1.0	8.41	6.43e-06	8.45	6.23e-06	0.85
chr12-11	chr12	71630598	71630700	+	3.9	0.667	9.000000	8.0	1.0	8.41	6.43e-06	6.05	7.20e-05	0.85
chr12-33	chr12	87754727	87754829	+	3.9	0.818	9.000000	9.0	1.0	9.46	6.80e-07	7.69	1.36e-05	0.85
chr12-21	chr12	108313899	108314001	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	10.68	1.17e-06	0.85
chr13-18	chr13	5236755	5236857	+	3.9	0.667	9.000000	8.0	1.0	8.41	6.43e-06	6.51	4.34e-05	0.85
chr13-32	chr13	5347723	5347825	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	10.83	1.05e-06	0.85
chr13-34	chr13	6192006	6192108	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	8.45	6.23e-06	0.85
chr13-22	chr13	6630925	6631027	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	6.86	3.02e-05	0.85
chr13-16	chr13	18255348	18255450	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	8.45	6.23e-06	0.85
chr13-28	chr13	43266732	43266834	+	3.9	0.769	9.000000	8.0	1.0	8.41	6.43e-06	9.61	2.49e-06	0.85
chr13-31	chr13	47055363	47055465	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	9.15	3.53e-06	0.85
chr13-30	chr13	111443416	111443518	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	6.80	3.21e-05	0.85
chr13-21	chr13	119233100	119233202	+	3.9	0.909	9.000000	8.0	0.5	16.82	4.04e-08	8.54	5.76e-06	0.85
chr14-8	chr14	12268774	12268876	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	9.61	2.49e-06	0.85
chr14-11	chr14	16834044	16834146	+	3.9	0.769	9.000000	8.0	0.5	16.82	4.04e-08	10.25	1.57e-06	0.85
chr14-17	chr14	63717130	63717232	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	11.83	5.53e-07	0.85
chr15-65	chr15	9934494	9934596	+	3.9	0.923	9.000000	8.0	0.5	16.82	4.04e-08	9.26	3.24e-06	0.85
chr15-141	chr15	10912197	10912299	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	6.10	6.82e-05	0.85
chr15-126	chr15	10923366	10923468	+	3.9	0.917	9.000000	9.0	1.0	9.46	6.80e-07	6.20	6.11e-05	0.85
chr15-21	chr15	10926744	10926846	+	3.9	0.714	10.000000	8.0	0.5	16.82	4.04e-08	6.35	5.16e-05	0.85
chr15-222	chr15	12020383	12020485	+	3.9	0.909	9.000000	8.0	1.0	8.41	6.43e-06	6.68	3.63e-05	0.85
chr15-185	chr15	21243845	21243947	+	3.9	0.917	9.000000	8.0	1.0	8.41	6.43e-06	8.09	8.42e-06	0.85
chr15-79	chr15	21699666	21699768	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	6.99	2.66e-05	0.85
chr15-137	chr15	26808263	26808365	+	3.9	0.857	9.000000	8.0	1.0	8.41	6.43e-06	6.86	3.02e-05	0.85
chr15-150	chr15	30308552	30308654	+	3.9	0.667	9.000000	8.0	0.5	16.82	4.04e-08	6.10	6.82e-05	0.85
chr15-111	chr15	39520307	39520409	+	3.9	0.769	9.000000	9.0	1.0	9.46	6.80e-07	6.15	6.46e-05	0.85
chr15-208	chr15	49415068	49415170	+	3.9	0.692	9.000000	8.0	0.5	16.82	4.04e-08	8.09	8.42e-06	0.85
chr15-201	chr15	51199978	51200080	+	3.9	0.692	9.000000	8.0	1.0	8.41	6.43e-06	5.82	9.37e-05	0.85
chr15-76	chr15	51807746	51807848	+	3.9	0.714	9.000000	8.0	0.5	16.82	4.04e-08	6.51	4.34e-05	0.85
chr15-217	chr15	54820030	54820132	+	3.9	0.714	9.000000	8.0	0.5	16.82	4.04e-08	6.15	6.46e-05	0.85
chr15-197	chr15	57674900	57675002	+	3.9	0.917	9.000000	8.0	1.0	8.41	6.43e-06	6.63	3.86e-05	0.85
chr15-166	chr15	64909318	64909420	+	3.9	0.714	9.000000	8.0	1.0	8.41	6.43e-06	6.30	5.46e-05	0.85
chr15-101	chr15	83235117	83235219	+	3.9	0.714	9.000000	8.0	0.5	16.82	4.04e-08	6.30	5.46e-05	0.85
chr15-87	chr15	85112428	85112530	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	8.01	9.07e-06	0.85
chr15-123	chr15	89276311	89276413	+	3.9	0.786	9.000000	9.0	0.5	18.92	2.14e-09	7.05	2.50e-05	0.85
chr15-168	chr15	99200230	99200332	+	3.9	0.846	9.000000	8.0	0.5	16.82	4.04e-08	6.15	6.46e-05	0.85
chr15-80	chr15	102570064	102570166	+	3.9	0.769	9.000000	8.0	0.5	16.82	4.04e-08	5.82	9.37e-05	0.85
chr15-189	chr15	102617286	102617388	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	5.87	8.90e-05	0.85
chr15-67	chr15	103459411	103459513	+	3.9	0.643	9.000000	8.0	1.0	8.41	6.43e-06	9.15	3.53e-06	0.85
chr16-52	chr16	4148026	4148128	+	3.9	0.909	9.000000	8.0	0.5	16.82	4.04e-08	6.20	6.11e-05	0.85
chr16-86	chr16	6815795	6815897	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	7.54	1.57e-05	0.85
chr16-25	chr16	7030635	7030737	+	3.9	0.786	9.000000	9.0	1.0	9.46	6.80e-07	8.18	7.82e-06	0.85
chr16-37	chr16	8889472	8889574	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	9.49	2.72e-06	0.85
chr16-74	chr16	13127511	13127613	+	3.9	0.909	9.000000	8.0	1.0	8.41	6.43e-06	6.25	5.78e-05	0.85
chr16-28	chr16	14897135	14897237	+	3.9	0.833	9.000000	8.0	0.5	16.82	4.04e-08	6.74	3.42e-05	0.85
chr16-75	chr16	15237604	15237706	+	3.9	0.750	9.000000	8.0	1.0	8.41	6.43e-06	9.61	2.49e-06	0.85
chr16-58	chr16	17067689	17067791	+	3.9	0.769	9.000000	8.0	1.0	8.41	6.43e-06	6.20	6.11e-05	0.85
chr16-88	chr16	43027960	43028062	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	6.41	4.88e-05	0.85
chr16-41	chr16	49089852	49089954	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	9.73	2.28e-06	0.85
chr16-87	chr16	58175693	58175795	+	3.9	0.833	9.000000	9.0	1.0	9.46	6.80e-07	8.09	8.42e-06	0.85
chr16-84	chr16	67148405	67148507	+	3.9	0.692	9.000000	8.0	1.0	8.41	6.43e-06	6.41	4.88e-05	0.85
chr16-36	chr16	74170863	74170965	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	8.36	6.72e-06	0.85
chr16-91	chr16	78705346	78705448	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	6.63	3.86e-05	0.85
chr16-50	chr16	87654506	87654608	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	7.54	1.57e-05	0.85
chr17-50	chr17	9659317	9659419	+	3.9	0.900	9.000000	8.0	1.0	8.41	6.43e-06	15.37	7.92e-08	0.85
chr17-53	chr17	28834170	28834272	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	8.54	5.76e-06	0.85
chr17-46	chr17	30852165	30852267	+	3.9	0.692	9.000000	8.0	1.0	8.41	6.43e-06	5.78	9.86e-05	0.85
chr17-48	chr17	61440835	61440937	+	3.9	0.900	9.000000	8.0	1.0	8.41	6.43e-06	13.25	2.39e-07	0.85
chr17-32	chr17	86298576	86298678	+	3.9	0.714	9.000000	8.0	0.5	16.82	4.04e-08	7.69	1.36e-05	0.85
chr18-24	chr18	39983764	39983866	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	12.01	4.94e-07	0.85
chr19-116	chr19	7301073	7301175	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	7.76	1.27e-05	0.85
chr19-64	chr19	28006657	28006759	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	8.45	6.23e-06	0.85
chr19-58	chr19	29029756	29029858	+	3.9	0.667	9.000000	8.0	1.0	8.41	6.43e-06	7.05	2.50e-05	0.85
chr19-106	chr19	34425773	34425875	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	8.09	8.42e-06	0.85
chr19-117	chr19	40390313	40390415	+	3.9	0.900	9.000000	8.0	0.5	16.82	4.04e-08	6.10	6.82e-05	0.85
chr19-146	chr19	49082248	49082350	+	3.9	0.846	9.000000	8.0	1.0	8.41	6.43e-06	7.25	2.05e-05	0.85
chr19-132	chr19	49407458	49407560	+	3.9	0.909	9.000000	8.0	1.0	8.41	6.43e-06	7.76	1.27e-05	0.85
chr19-65	chr19	60999906	61000008	+	3.9	0.733	9.000000	8.0	1.0	8.41	6.43e-06	7.18	2.19e-05	0.85
chrX-93	chrX	10099036	10099138	+	3.9	0.786	9.000000	8.0	0.5	16.82	4.04e-08	9.04	3.84e-06	0.85
chrX-117	chrX	38889797	38889899	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	6.68	3.63e-05	0.85
chrX-120	chrX	48367773	48367875	+	3.9	0.846	9.000000	8.0	1.0	8.41	6.43e-06	7.39	1.80e-05	0.85
chrX-167	chrX	73569034	73569136	+	3.9	0.692	9.000000	8.0	1.0	8.41	6.43e-06	8.94	4.17e-06	0.85
chrX-152	chrX	86902979	86903081	+	3.9	0.818	9.000000	9.0	0.5	18.92	2.14e-09	7.84	1.18e-05	0.85
chrX-91	chrX	97354344	97354446	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	7.61	1.46e-05	0.85
chrX-154	chrX	102294760	102294862	+	3.9	0.900	9.000000	8.0	1.0	8.41	6.43e-06	7.32	1.92e-05	0.85
chrX-147	chrX	104080240	104080342	+	3.9	0.909	9.000000	8.0	1.0	8.41	6.43e-06	8.01	9.07e-06	0.85
chrX-112	chrX	104896348	104896450	+	3.9	0.818	9.000000	8.0	0.5	16.82	4.04e-08	7.46	1.68e-05	0.85
chrX-83	chrX	106230325	106230427	+	3.9	0.769	9.000000	8.0	0.5	16.82	4.04e-08	8.45	6.23e-06	0.85
chrX-144	chrX	124219230	124219332	+	3.9	0.818	9.000000	8.0	1.0	8.41	6.43e-06	7.84	1.18e-05	0.85
chrX-74	chrX	127399573	127399675	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	7.84	1.18e-05	0.85
chrX-115	chrX	130127003	130127105	+	3.9	0.812	9.000000	8.0	1.0	8.41	6.43e-06	7.25	2.05e-05	0.85
chrX-94	chrX	133842664	133842766	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	7.54	1.57e-05	0.85
chrX-157	chrX	135299741	135299843	+	3.9	0.643	9.000000	9.0	1.0	9.46	6.80e-07	6.20	6.11e-05	0.85
chrX-150	chrX	137749488	137749590	+	3.9	0.750	9.000000	8.0	0.5	16.82	4.04e-08	6.10	6.82e-05	0.85
chrX-166	chrX	138091292	138091394	+	3.9	0.643	9.000000	8.0	1.0	8.41	6.43e-06	6.99	2.66e-05	0.85
chrX-160	chrX	138784618	138784720	+	3.9	0.769	9.000000	8.0	1.0	8.41	6.43e-06	5.96	8.01e-05	0.85
chrX-123	chrX	148662308	148662410	+	3.9	0.750	9.000000	8.0	1.0	8.41	6.43e-06	6.20	6.11e-05	0.85
chrX-127	chrX	149764948	149765050	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	9.37	2.97e-06	0.85
chrX-69	chrX	157835324	157835426	+	3.9	0.833	9.000000	8.0	0.5	16.82	4.04e-08	7.39	1.80e-05	0.85
chrX-118	chrX	159620754	159620856	+	3.9	0.769	9.000000	8.0	1.0	8.41	6.43e-06	7.12	2.34e-05	0.85
chrX-139	chrX	164713129	164713231	+	3.9	0.833	9.000000	8.0	1.0	8.41	6.43e-06	7.39	1.80e-05	0.85
chrX-75	chrX	164805347	164805449	+	3.9	0.857	9.000000	8.0	1.0	8.41	6.43e-06	8.84	4.53e-06	0.85
chr1-156	chr1	171623786	171623888	+	3.4	0.909	9.000000	7.0	1.0	7.36	5.41e-05	7.08	6.82e-05	0.84
chr2-41	chr2	92690104	92690206	+	3.4	0.769	9.000000	7.0	0.5	14.71	6.80e-07	7.91	3.47e-05	0.84
chr3-24	chr3	96536906	96537008	+	3.4	0.833	9.000000	7.0	1.0	7.36	5.41e-05	7.47	4.92e-05	0.84
chr4-64	chr4	133205978	133206080	+	3.4	0.714	9.000000	7.0	0.5	14.71	6.80e-07	11.60	3.17e-06	0.84
chr5-195	chr5	122462744	122462846	+	3.4	0.917	9.000000	7.0	1.0	7.36	5.41e-05	7.16	6.40e-05	0.84
chr8-86	chr8	82477627	82477729	+	3.4	0.818	9.000000	7.0	0.5	14.71	6.80e-07	11.03	4.37e-06	0.84
chr10-50	chr10	80054299	80054401	+	3.4	0.833	9.000000	7.0	1.0	7.36	5.41e-05	7.73	4.00e-05	0.84
chr12-13	chr12	104354267	104354369	+	3.4	0.818	9.000000	7.0	1.0	7.36	5.41e-05	7.31	5.62e-05	0.84
chr14-15	chr14	15357897	15357999	+	3.4	0.909	9.000000	7.0	1.0	7.36	5.41e-05	10.04	7.92e-06	0.84
chr15-225	chr15	95238333	95238435	+	3.4	0.714	9.000000	7.0	0.5	14.71	6.80e-07	10.04	7.92e-06	0.84
chrX-47	chrX	165289178	165289280	+	3.4	0.769	9.000000	7.0	0.5	14.71	6.80e-07	8.10	3.00e-05	0.84
